"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence","FDR","condition"
"Macrophage","B cell","Ccl12","Ccr2",0.0152578779898789,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","B cell","Ccl12","Ccr2",0.00039179664908498,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","DCTC","Ccl12","Ccr2",0.00326501158879215,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","DCTC","Ccl12","Ccr2",0.00373683228753624,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","DCTC","Ccl12","Ccr2",9.48740871110215e-05,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","Fibroblast","Ccl12","Ccr2",0.000402115376689705,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","Fibroblast","Ccl12","Ccr2",0.00046041541853677,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","Macrophage","Ccl12","Ccr2",0.0154360368751092,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","Macrophage","Ccl12","Ccr2",0.017635550379432,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","Macrophage","Ccl12","Ccr2",0.000453919127990038,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","NK cell","Ccl12","Ccr2",0.00273284458336106,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","NK cell","Ccl12","Ccr2",0.00312800416580076,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","NK cell","Ccl12","Ccr2",7.93693345193457e-05,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","PTC-3","Ccl12","Ccr2",0.000280478898531258,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","PTC-3","Ccl12","Ccr2",0.000321149339872191,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","B cell","Ccl27a","Ccr2",0.000309410106019286,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","B cell","Ccl27a","Ccr2",4.7905147265801e-05,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","DCTC","Ccl27a","Ccr2",7.4919395027397e-05,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","DCTC","Ccl27a","Ccr2",1.1597272395396e-05,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","Fibroblast","Ccl27a","Ccr2",9.20117165288023e-06,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","Fibroblast","Ccl27a","Ccr2",1.42423155859937e-06,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","Macrophage","Ccl27a","Ccr2",0.000358474227010283,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","Macrophage","Ccl27a","Ccr2",5.5503917505799e-05,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","NK cell","Ccl27a","Ccr2",6.26755240951847e-05,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","NK cell","Ccl27a","Ccr2",9.70186161669826e-06,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","PTC-3","Ccl27a","Ccr2",6.41713255576648e-06,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","PTC-3","Ccl27a","Ccr2",9.9329319570786e-07,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","B cell","Ccl4","Ccr5",0.0617462652755263,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","B cell","Ccl4","Ccr5",0.0137637426598359,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","B cell","Ccl4","Ccr5",0.0481858757217589,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","B cell","Ccl4","Ccr5",0.0146386025588335,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","B cell","Ccl4","Ccr5",0.0544971388757994,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","B cell","Ccl4","Ccr5",0.00911807774447218,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","B cell","Ccl4","Ccr5",0.00836221541887454,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","B cell","Ccl4","Ccr5",0.0199305836376207,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","B cell","Ccl4","Ccr5",0.00328978957399008,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","B cell","Ccl4","Ccr5",0.0183551541946459,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-3","B cell","Ccl4","Ccr5",0.00810867323752553,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"VEC","B cell","Ccl4","Ccr5",0.00521442628447896,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","DCTC","Ccl4","Ccr5",0.014855142362763,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","DCTC","Ccl4","Ccr5",0.00318753798712625,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","DCTC","Ccl4","Ccr5",0.0114668773585429,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","DCTC","Ccl4","Ccr5",0.00339245874815801,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","DCTC","Ccl4","Ccr5",0.0130346416287172,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","DCTC","Ccl4","Ccr5",0.00210403511212385,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","DCTC","Ccl4","Ccr5",0.00192848505056403,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","DCTC","Ccl4","Ccr5",0.0046379981158976,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","DCTC","Ccl4","Ccr5",0.00426612190103202,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-3","DCTC","Ccl4","Ccr5",0.00186964563933903,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"VEC","DCTC","Ccl4","Ccr5",0.0011996155466308,0.01,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0.0102787263497923,"Control"
"B cell","Macrophage","Ccl4","Ccr5",0.062611928846566,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","Macrophage","Ccl4","Ccr5",0.0139667198060829,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","Macrophage","Ccl4","Ccr5",0.0488713293100599,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","Macrophage","Ccl4","Ccr5",0.0148542871484251,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","Macrophage","Ccl4","Ccr5",0.0552671584053227,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","Macrophage","Ccl4","Ccr5",0.00925318696851536,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","Macrophage","Ccl4","Ccr5",0.008486220399926,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","Macrophage","Ccl4","Ccr5",0.0202226398451369,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","Macrophage","Ccl4","Ccr5",0.00333882779246903,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","Macrophage","Ccl4","Ccr5",0.0186245632851296,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-3","Macrophage","Ccl4","Ccr5",0.00822894959071204,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"VEC","Macrophage","Ccl4","Ccr5",0.00529200117430706,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","NK cell","Ccl4","Ccr5",0.0259642317798339,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","NK cell","Ccl4","Ccr5",0.0056210529954291,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","NK cell","Ccl4","Ccr5",0.0200938100130378,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","NK cell","Ccl4","Ccr5",0.0059814810412998,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","NK cell","Ccl4","Ccr5",0.0228138374545178,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","NK cell","Ccl4","Ccr5",0.00371343510813479,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","NK cell","Ccl4","Ccr5",0.00340406290258025,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","NK cell","Ccl4","Ccr5",0.0081697862315924,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","NK cell","Ccl4","Ccr5",0.00133514722582728,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","NK cell","Ccl4","Ccr5",0.00751686862855078,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-3","NK cell","Ccl4","Ccr5",0.00330035146354733,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"VEC","NK cell","Ccl4","Ccr5",0.00211868369601036,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","B cell","Ccl5","Ccr5",0.114215117220065,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","B cell","Ccl5","Ccr5",0.0125369248534761,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","B cell","Ccl5","Ccr5",0.00999851254095632,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","B cell","Ccl5","Ccr5",0.0166703986021914,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","B cell","Ccl5","Ccr5",0.00166033021321506,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","B cell","Ccl5","Ccr5",0.00970557132965963,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","B cell","Ccl5","Ccr5",0.0456739197522337,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","B cell","Ccl5","Ccr5",0.0073381942899458,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"VEC","B cell","Ccl5","Ccr5",0.00345715165656514,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","DCTC","Ccl5","Ccr5",0.0286969928711273,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","DCTC","Ccl5","Ccr5",0.00290064729020687,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","DCTC","Ccl5","Ccr5",0.00230877723169487,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","DCTC","Ccl5","Ccr5",0.00386945197425251,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","DCTC","Ccl5","Ccr5",0.00224062366477441,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","DCTC","Ccl5","Ccr5",0.0108472879465452,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","DCTC","Ccl5","Ccr5",0.00169098291181427,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"VEC","DCTC","Ccl5","Ccr5",0.000794261853331995,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","Macrophage","Ccl5","Ccr5",0.115725648222633,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","Macrophage","Ccl5","Ccr5",0.0127220432109182,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","Macrophage","Ccl5","Ccr5",0.0101465342208141,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","Macrophage","Ccl5","Ccr5",0.0169155056817705,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","Macrophage","Ccl5","Ccr5",0.00168512047083377,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","Macrophage","Ccl5","Ccr5",0.00984929934535115,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","Macrophage","Ccl5","Ccr5",0.000562509724572389,0.02,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0.0202933673469388,"Control"
"NK cell","Macrophage","Ccl5","Ccr5",0.0463253794217857,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","Macrophage","Ccl5","Ccr5",0.00049017842929506,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","Macrophage","Ccl5","Ccr5",0.00744712789626742,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"VEC","Macrophage","Ccl5","Ccr5",0.00350867582344668,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","NK cell","Ccl5","Ccr5",0.0496358594633635,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","NK cell","Ccl5","Ccr5",0.00511626075017665,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","NK cell","Ccl5","Ccr5",0.0040741473698566,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","NK cell","Ccl5","Ccr5",0.00682001000670185,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","NK cell","Ccl5","Ccr5",0.000673184121071705,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","NK cell","Ccl5","Ccr5",0.0039540877861137,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","NK cell","Ccl5","Ccr5",0.0190170492412231,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","NK cell","Ccl5","Ccr5",0.00298537987312311,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"VEC","NK cell","Ccl5","Ccr5",0.00140321041552168,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","B cell","Ccl3","Ccr5",0.0307386304498132,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","B cell","Ccl3","Ccr5",0.00133956426869143,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","B cell","Ccl3","Ccr5",0.0133735424083936,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","B cell","Ccl3","Ccr5",0.00169802233616025,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","B cell","Ccl3","Ccr5",0.0244994930053596,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","B cell","Ccl3","Ccr5",0.00493422842182378,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","B cell","Ccl3","Ccr5",0.00288981324444309,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","B cell","Ccl3","Ccr5",0.00067946566220115,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","DCTC","Ccl3","Ccr5",0.00721415578915795,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","DCTC","Ccl3","Ccr5",0.000307254732906069,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","DCTC","Ccl3","Ccr5",0.00309623040327465,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","DCTC","Ccl3","Ccr5",0.000389581721183651,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","DCTC","Ccl3","Ccr5",0.0057216843657865,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","DCTC","Ccl3","Ccr5",0.0011349079276437,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","DCTC","Ccl3","Ccr5",0.000663627919983023,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","DCTC","Ccl3","Ccr5",0.000155769124268035,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","Macrophage","Ccl3","Ccr5",0.0311840249295431,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","Macrophage","Ccl3","Ccr5",0.00135957171791526,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","Macrophage","Ccl3","Ccr5",0.0135708443614297,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","Macrophage","Ccl3","Ccr5",0.00172337440036168,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","Macrophage","Ccl3","Ccr5",0.0248568024678081,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","Macrophage","Ccl3","Ccr5",0.000175619432948283,0.02,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0.0202933673469388,"Control"
"Neutrophil","Macrophage","Ccl3","Ccr5",0.00500765579884986,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","Macrophage","Ccl3","Ccr5",0.00293290688503539,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","Macrophage","Ccl3","Ccr5",0.000689620826097717,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","NK cell","Ccl3","Ccr5",0.0126826658768798,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","NK cell","Ccl3","Ccr5",0.00054302521067921,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","NK cell","Ccl3","Ccr5",0.00546041880258206,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","NK cell","Ccl3","Ccr5",0.000688481920171493,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","NK cell","Ccl3","Ccr5",0.0100703395464436,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","NK cell","Ccl3","Ccr5",0.00200450076008824,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","NK cell","Ccl3","Ccr5",0.0011725389483255,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","NK cell","Ccl3","Ccr5",0.000275329845631177,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","DCTC","Ccl5","Ccr1",0.0212772965070599,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","DCTC","Ccl5","Ccr1",0.0105743706053223,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","Macrophage","Ccl5","Ccr1",0.0796097614426961,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Macrophage","Ccl5","Ccr1",0.000325577170014719,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","Macrophage","Ccl5","Ccr1",0.0407871982062337,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","Neutrophil","Ccl5","Ccr1",0.212108547610895,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Neutrophil","Ccl5","Ccr1",0.00101263473769742,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","Neutrophil","Ccl5","Ccr1",0.116876645839555,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","DCTC","Ccl3","Ccr1",0.00685537054406499,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","DCTC","Ccl3","Ccr1",0.00139936653642807,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
