"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence","FDR","condition"
"Macrophage","DCTC","Ccl3","Ccr1",0.00336504007664397,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","DCTC","Ccl3","Ccr1",0.00197215249085885,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","Macrophage","Ccl3","Ccr1",0.0267294219099962,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","Macrophage","Ccl3","Ccr1",0.00554450189053779,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Macrophage","Ccl3","Ccr1",0.013255507818483,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","Macrophage","Ccl3","Ccr1",0.0078007126341675,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","Macrophage","Ccl3","Ccr1",0.000899260575462188,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","Neutrophil","Ccl3","Ccr1",0.0787467212908188,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","Neutrophil","Ccl3","Ccr1",0.0170570127447717,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Neutrophil","Ccl3","Ccr1",0.0401328720829578,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","Neutrophil","Ccl3","Ccr1",0.0238854602035666,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","Neutrophil","Ccl3","Ccr1",0.00279356517763035,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","DCTC","Ccl9","Ccr1",0.00337518704891274,0,"CCL9_CCR1","Ccl9  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","DCTC","Ccl9","Ccr1",0.00604904882738593,0,"CCL9_CCR1","Ccl9  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","Macrophage","Ccl9","Ccr1",0.0132950807479116,0,"CCL9_CCR1","Ccl9  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Macrophage","Ccl9","Ccr1",0.0236411787397115,0,"CCL9_CCR1","Ccl9  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","Neutrophil","Ccl9","Ccr1",0.0402494115868218,0,"CCL9_CCR1","Ccl9  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Neutrophil","Ccl9","Ccr1",0.0700812949878245,0,"CCL9_CCR1","Ccl9  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","DCTC","Ccl6","Ccr1",0.00377285735823249,0,"CCL6_CCR1","Ccl6  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","DCTC","Ccl6","Ccr1",0.00720392137050276,0,"CCL6_CCR1","Ccl6  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","DCTC","Ccl6","Ccr1",0.00843442093431561,0,"CCL6_CCR1","Ccl6  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","Macrophage","Ccl6","Ccr1",0.0148441216434841,0,"CCL6_CCR1","Ccl6  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Macrophage","Ccl6","Ccr1",0.0280598891980036,0,"CCL6_CCR1","Ccl6  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","Macrophage","Ccl6","Ccr1",0.0327353275589347,0,"CCL6_CCR1","Ccl6  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","Neutrophil","Ccl6","Ccr1",0.0447963853059226,0,"CCL6_CCR1","Ccl6  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Neutrophil","Ccl6","Ccr1",0.0824470367680022,0,"CCL6_CCR1","Ccl6  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","Neutrophil","Ccl6","Ccr1",0.0952961322402362,0,"CCL6_CCR1","Ccl6  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","DCTC","Ccl7","Ccr1",0.00148067727534336,0,"CCL7_CCR1","Ccl7  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","DCTC","Ccl7","Ccr1",0.00184695661095293,0,"CCL7_CCR1","Ccl7  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","Macrophage","Ccl7","Ccr1",0.00586525268413341,0,"CCL7_CCR1","Ccl7  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Macrophage","Ccl7","Ccr1",0.00730821844015724,0,"CCL7_CCR1","Ccl7  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"CDPC","Neutrophil","Ccl7","Ccr1",0.000553354157046599,0.02,"CCL7_CCR1","Ccl7  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0.0203571140017775,"NO_treated"
"DCTC","Neutrophil","Ccl7","Ccr1",0.0180316890243699,0,"CCL7_CCR1","Ccl7  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Fibroblast","Neutrophil","Ccl7","Ccr1",0.000697835407726776,0.01,"CCL7_CCR1","Ccl7  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0.0103127046496398,"NO_treated"
"Macrophage","Neutrophil","Ccl7","Ccr1",0.022400389802885,0,"CCL7_CCR1","Ccl7  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","B cell","Ccl6","Ccr2",0.0210241667399389,0,"CCL6_CCR2","Ccl6  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","B cell","Ccl6","Ccr2",0.0395213203321753,0,"CCL6_CCR2","Ccl6  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","B cell","Ccl6","Ccr2",0.0460160870151604,0,"CCL6_CCR2","Ccl6  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","DCTC","Ccl6","Ccr2",0.0129808602978284,0,"CCL6_CCR2","Ccl6  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","DCTC","Ccl6","Ccr2",0.0245791484095538,0,"CCL6_CCR2","Ccl6  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","DCTC","Ccl6","Ccr2",0.0286917342339335,0,"CCL6_CCR2","Ccl6  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","Macrophage","Ccl6","Ccr2",0.0248916232363174,0,"CCL6_CCR2","Ccl6  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Macrophage","Ccl6","Ccr2",0.0466293134271273,0,"CCL6_CCR2","Ccl6  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","Macrophage","Ccl6","Ccr2",0.054226229769839,0,"CCL6_CCR2","Ccl6  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","NK cell","Ccl6","Ccr2",0.00971398095749923,0,"CCL6_CCR2","Ccl6  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","NK cell","Ccl6","Ccr2",0.0184478964893373,0,"CCL6_CCR2","Ccl6  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","NK cell","Ccl6","Ccr2",0.0215572730490843,0,"CCL6_CCR2","Ccl6  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","B cell","Ccl7","Ccr2",0.00833877156148509,0,"CCL7_CCR2","Ccl7  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","B cell","Ccl7","Ccr2",0.0103839146260112,0,"CCL7_CCR2","Ccl7  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","DCTC","Ccl7","Ccr2",0.00512317437564097,0,"CCL7_CCR2","Ccl7  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","DCTC","Ccl7","Ccr2",0.00638474700799877,0,"CCL7_CCR2","Ccl7  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","Macrophage","Ccl7","Ccr2",0.00989630190726605,0,"CCL7_CCR2","Ccl7  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Fibroblast","Macrophage","Ccl7","Ccr2",0.000379965742172359,0.04,"CCL7_CCR2","Ccl7  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0.04,"NO_treated"
"Macrophage","Macrophage","Ccl7","Ccr2",0.0123186951180791,0,"CCL7_CCR2","Ccl7  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","NK cell","Ccl7","Ccr2",0.00382616462937027,0,"CCL7_CCR2","Ccl7  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","NK cell","Ccl7","Ccr2",0.00476988218509978,0,"CCL7_CCR2","Ccl7  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","B cell","Ccl2","Ccr2",0.018517395088551,0,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","B cell","Ccl2","Ccr2",0.029901690764547,0,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","B cell","Ccl2","Ccr2",0.00126234375833494,0.03,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0.0302134463186506,"NO_treated"
"PTC-2","B cell","Ccl2","Ccr2",0.00264984848914037,0,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","DCTC","Ccl2","Ccr2",0.0114219259515739,0,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","DCTC","Ccl2","Ccr2",0.0185263440785979,0,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"PTC-2","DCTC","Ccl2","Ccr2",0.00162442032576629,0.02,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0.0203571140017775,"NO_treated"
"DCTC","Macrophage","Ccl2","Ccr2",0.0219340552825237,0,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Fibroblast","Macrophage","Ccl2","Ccr2",0.00187691336265063,0.04,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0.04,"NO_treated"
"Macrophage","Macrophage","Ccl2","Ccr2",0.0353432369157793,0,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","Macrophage","Ccl2","Ccr2",0.00150012599565728,0,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"PTC-2","Macrophage","Ccl2","Ccr2",0.00314816515620275,0,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","NK cell","Ccl2","Ccr2",0.00854398577117768,0,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","NK cell","Ccl2","Ccr2",0.0138834696763799,0,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"PTC-2","NK cell","Ccl2","Ccr2",0.00121209438304823,0.02,"CCL2_CCR2","Ccl2  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0.0203571140017775,"NO_treated"
"DCTC","B cell","Ccl12","Ccr2",0.00867176693325748,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","B cell","Ccl12","Ccr2",0.0112012673483508,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","DCTC","Ccl12","Ccr2",0.00532845004643537,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","DCTC","Ccl12","Ccr2",0.00688950333216859,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","Macrophage","Ccl12","Ccr2",0.010290849290443,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Macrophage","Ccl12","Ccr2",0.0132862962553857,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","NK cell","Ccl12","Ccr2",0.00397967951632652,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","NK cell","Ccl12","Ccr2",0.0051476342028603,0,"CCL12_CCR2","Ccl12  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"CDPC","B cell","Ccl27a","Ccr2",0.00388010410267381,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Fibroblast","B cell","Ccl27a","Ccr2",0.000574678403276842,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Medullary cell","B cell","Ccl27a","Ccr2",0.00274722784248141,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"PTC-1","B cell","Ccl27a","Ccr2",0.000196575178249689,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"PTC-3","B cell","Ccl27a","Ccr2",0.00164424750939773,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"CDPC","DCTC","Ccl27a","Ccr2",0.00237973231192763,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Fibroblast","DCTC","Ccl27a","Ccr2",0.000352008139821538,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Medullary cell","DCTC","Ccl27a","Ccr2",0.00168417982636383,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"PTC-1","DCTC","Ccl27a","Ccr2",0.000120390675262461,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"PTC-3","DCTC","Ccl27a","Ccr2",0.00100756980937321,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"CDPC","Macrophage","Ccl27a","Ccr2",0.00460870713255933,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Fibroblast","Macrophage","Ccl27a","Ccr2",0.000683016674791797,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Medullary cell","Macrophage","Ccl27a","Ccr2",0.00326379723454983,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"PTC-1","Macrophage","Ccl27a","Ccr2",0.000233650160430017,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"PTC-3","Macrophage","Ccl27a","Ccr2",0.00195382657437739,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"CDPC","NK cell","Ccl27a","Ccr2",0.00177602689346471,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Fibroblast","NK cell","Ccl27a","Ccr2",0.000262573115807453,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Medullary cell","NK cell","Ccl27a","Ccr2",0.00125670424782743,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"PTC-1","NK cell","Ccl27a","Ccr2",8.97976221425584e-05,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"PTC-3","NK cell","Ccl27a","Ccr2",0.000751700890348231,0,"CCL27A_CCR2","Ccl27a  - Ccr2","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","B cell","Ccl4","Ccr5",0.0631282095727226,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","B cell","Ccl4","Ccr5",0.0268386265077237,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","B cell","Ccl4","Ccr5",0.039279914438769,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","B cell","Ccl4","Ccr5",0.00602658851680518,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","B cell","Ccl4","Ccr5",0.0123943155574205,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","DCTC","Ccl4","Ccr5",0.0245619350408317,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","DCTC","Ccl4","Ccr5",0.0102009827145989,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","DCTC","Ccl4","Ccr5",0.0150490073485426,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","DCTC","Ccl4","Ccr5",0.00466795353750371,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","Macrophage","Ccl4","Ccr5",0.0646475072811779,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","Macrophage","Ccl4","Ccr5",0.0275101936619922,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Macrophage","Ccl4","Ccr5",0.0402499168061997,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","Macrophage","Ccl4","Ccr5",0.00618069576684497,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","Macrophage","Ccl4","Ccr5",0.0127091713983568,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","NK cell","Ccl4","Ccr5",0.0508004901581917,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","NK cell","Ccl4","Ccr5",0.0214354203011004,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","NK cell","Ccl4","Ccr5",0.0314529561994544,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","NK cell","Ccl4","Ccr5",0.00479266889650526,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","NK cell","Ccl4","Ccr5",0.00986957522215855,0,"CCL4_CCR5","Ccl4  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","B cell","Ccl5","Ccr5",0.107187532702454,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","B cell","Ccl5","Ccr5",0.000451844286407829,0.01,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0.0103127046496398,"NO_treated"
"NK cell","B cell","Ccl5","Ccr5",0.0557306986414932,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","DCTC","Ccl5","Ccr5",0.0429381758862772,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","DCTC","Ccl5","Ccr5",0.0215796143343787,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","Macrophage","Ccl5","Ccr5",0.109643103747683,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Macrophage","Ccl5","Ccr5",0.000463464967172609,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","Macrophage","Ccl5","Ccr5",0.0570828090121403,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","NK cell","Ccl5","Ccr5",0.0870553678821047,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","NK cell","Ccl5","Ccr5",0.000358918840416367,0.01,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0.0103127046496398,"NO_treated"
"NK cell","NK cell","Ccl5","Ccr5",0.0447785247984397,0,"CCL5_CCR5","Ccl5  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","B cell","Ccl3","Ccr5",0.036719637703346,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","B cell","Ccl3","Ccr5",0.00767925278341461,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","B cell","Ccl3","Ccr5",0.0183045123604357,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","B cell","Ccl3","Ccr5",0.0107947230050637,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","B cell","Ccl3","Ccr5",0.00124773902498207,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","DCTC","Ccl3","Ccr5",0.0140450191459476,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","DCTC","Ccl3","Ccr5",0.00288358215182896,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","DCTC","Ccl3","Ccr5",0.00691966896735925,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","DCTC","Ccl3","Ccr5",0.0040614134864351,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","Macrophage","Ccl3","Ccr5",0.037628891381976,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","Macrophage","Ccl3","Ccr5",0.00787528585042313,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","Macrophage","Ccl3","Ccr5",0.0187666534301455,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","Macrophage","Ccl3","Ccr5",0.0110693994519598,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","Macrophage","Ccl3","Ccr5",0.0012798025815756,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"B cell","NK cell","Ccl3","Ccr5",0.0293872377056689,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"DCTC","NK cell","Ccl3","Ccr5",0.00610903652655303,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Macrophage","NK cell","Ccl3","Ccr5",0.0145936462472589,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"Neutrophil","NK cell","Ccl3","Ccr5",0.00859298695669682,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
"NK cell","NK cell","Ccl3","Ccr5",0.000991293694685494,0,"CCL3_CCR5","Ccl3  - Ccr5","CCL","Secreted Signaling","KEGG: mmu04060",0,"NO_treated"
